AnimalID,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,year,month,neutralized
A675199,Transfer,1,0,1.0,2014,3,1.0
A663621,Adoption,1,1,2.0,2013,10,1.0
A672404,Transfer,0,1,9.0,2014,2,1.0
A667068,Adoption,0,1,0.16666666666666666,2013,11,1.0
A708546,Euthanasia,0,0,0.038461538461538464,2015,7,
A609952,Return_to_owner,1,1,4.0,2015,6,1.0
A717107,Adoption,1,1,7.0,2015,12,1.0
A669781,Adoption,1,0,1.0,2014,4,1.0
A713198,Return_to_owner,0,1,12.0,2015,10,1.0
A666803,Transfer,1,0,4.0,2013,11,1.0
A703214,Transfer,0,0,0.0,2015,5,
A695158,Adoption,1,1,2.0,2015,1,1.0
A672585,Euthanasia,0,0,1.0,2014,2,0.0
A714522,Return_to_owner,1,0,2.0,2015,11,1.0
A664984,Adoption,1,0,1.0,2013,10,1.0
A666059,Adoption,0,0,0.16666666666666666,2013,11,1.0
A716091,Transfer,1,0,2.0,2015,11,0.0
A700231,Transfer,1,0,0.005479452054794521,2015,4,0.0
A713824,Adoption,1,0,0.4166666666666667,2015,10,1.0
A704031,Transfer,0,1,0.25,2015,7,1.0
A714479,Adoption,0,1,0.25,2016,1,1.0
A664292,Transfer,0,1,0.8333333333333334,2013,10,0.0
A664461,Adoption,1,0,0.16666666666666666,2013,10,1.0
A509390,Return_to_owner,1,0,7.0,2014,9,1.0
A711612,Transfer,1,0,4.0,2016,1,1.0
A688689,Transfer,1,0,0.4166666666666667,2014,11,0.0
A713397,Transfer,0,0,0.07692307692307693,2015,10,0.0
A646647,Transfer,0,0,1.0,2014,6,1.0
A692540,Adoption,1,0,0.16666666666666666,2014,11,1.0
A615621,Return_to_owner,1,0,14.0,2014,5,1.0
A647578,Euthanasia,1,1,4.0,2014,9,1.0
A690481,Transfer,1,1,0.057692307692307696,2014,10,0.0
A688478,Return_to_owner,1,0,4.0,2014,9,1.0
A688335,Adoption,1,1,0.75,2014,10,1.0
A690461,Transfer,0,1,0.038461538461538464,2014,10,0.0
A662551,Adoption,0,1,0.08333333333333333,2013,10,0.0
A700021,Transfer,0,1,1.0,2015,4,0.0
A666495,Adoption,1,0,0.08333333333333333,2013,11,0.0
A704380,Transfer,0,1,2.0,2015,6,0.0
A715649,Return_to_owner,0,0,3.0,2015,11,1.0
A712467,Transfer,0,0,0.00821917808219178,2015,9,
A700389,Euthanasia,0,0,2.0,2015,4,0.0
A641520,Adoption,1,0,3.0,2015,5,1.0
A686674,Transfer,0,0,0.3333333333333333,2014,8,
A679083,Transfer,1,0,6.0,2014,5,1.0
A718160,Transfer,0,1,3.0,2016,2,1.0
A676380,Return_to_owner,1,1,1.0,2014,4,1.0
A720362,Adoption,0,0,0.4166666666666667,2016,2,1.0
A704020,Transfer,0,0,0.00821917808219178,2015,5,
A693301,Transfer,0,1,0.75,2014,12,0.0
A686125,Transfer,0,0,0.057692307692307696,2014,8,0.0
A661685,Return_to_owner,1,0,1.0,2014,1,1.0
A692195,Adoption,0,1,12.0,2014,11,1.0
A668499,Transfer,1,1,2.0,2013,12,0.0
A704971,Adoption,0,0,0.16666666666666666,2015,6,1.0
A679750,Return_to_owner,1,1,5.0,2014,10,1.0
A688457,Adoption,0,1,0.16666666666666666,2014,10,1.0
A681851,Transfer,1,1,1.0,2014,6,1.0
A673176,Adoption,1,1,0.16666666666666666,2014,2,1.0
A665416,Adoption,1,1,0.16666666666666666,2013,10,1.0
A701130,Transfer,0,1,2.0,2015,4,0.0
A694199,Transfer,0,1,0.4166666666666667,2014,12,0.0
A687001,Return_to_owner,1,1,1.0,2014,9,1.0
A667624,Adoption,0,1,0.16666666666666666,2013,12,1.0
A705085,Return_to_owner,1,1,4.0,2015,6,0.0
A656760,Return_to_owner,1,0,4.0,2013,10,1.0
A701697,Adoption,0,0,0.08333333333333333,2015,6,1.0
A706510,Transfer,0,0,0.6666666666666666,2015,6,
A693147,Transfer,1,1,2.0,2014,12,1.0
A707435,Transfer,1,1,0.5,2015,11,1.0
A678783,Adoption,0,1,0.9166666666666666,2015,3,1.0
A673408,Adoption,1,1,8.0,2014,6,1.0
A661682,Adoption,0,1,0.3333333333333333,2013,12,1.0
A668717,Transfer,1,1,0.25,2013,12,0.0
A648607,Transfer,0,0,1.0,2013,11,1.0
A665173,Adoption,1,0,2.0,2014,7,1.0
A708280,Adoption,0,1,0.25,2015,8,1.0
A710036,Transfer,0,1,0.038461538461538464,2015,8,0.0
A613536,Euthanasia,1,0,6.0,2015,7,1.0
A716744,Return_to_owner,1,1,6.0,2015,11,1.0
A692144,Return_to_owner,1,0,1.0,2014,11,1.0
A719780,Adoption,1,0,2.0,2016,2,1.0
A690721,Adoption,0,1,0.08333333333333333,2014,10,0.0
A706903,Adoption,1,0,0.25,2015,7,1.0
A718478,Euthanasia,1,0,2.0,2016,1,0.0
A703618,Return_to_owner,1,1,2.0,2015,5,1.0
A688571,Return_to_owner,1,1,14.0,2014,9,0.0
A666235,Transfer,1,0,3.0,2014,1,1.0
A612451,Return_to_owner,1,0,2.0,2013,10,1.0
A671554,Adoption,1,0,0.9166666666666666,2014,2,1.0
A710079,Transfer,0,1,12.0,2015,8,1.0
A665149,Transfer,1,1,0.07692307692307693,2013,10,0.0
A692514,Adoption,1,1,1.0,2014,12,1.0
A670307,Adoption,1,0,2.0,2014,4,1.0
A694860,Transfer,1,1,3.0,2015,1,0.0
A706337,Transfer,0,1,0.5,2015,6,0.0
A701248,Adoption,1,0,2.0,2015,5,1.0
A707715,Transfer,0,0,2.0,2015,7,
A659887,Adoption,0,0,0.16666666666666666,2013,10,1.0
A689638,Transfer,1,1,3.0,2014,10,0.0
A712207,Transfer,1,0,4.0,2015,9,1.0
A702024,Adoption,0,1,0.16666666666666666,2015,7,1.0
A711583,Adoption,1,1,1.0,2015,10,1.0
A712578,Adoption,1,1,1.0,2015,9,1.0
A683815,Adoption,1,1,2.0,2014,7,1.0
A717433,Adoption,1,0,1.0,2015,12,1.0
A665981,Adoption,1,1,0.8333333333333334,2013,11,1.0
A690326,Transfer,0,1,15.0,2014,10,1.0
A716270,Transfer,0,1,4.0,2015,12,1.0
A691112,Transfer,1,0,0.5833333333333334,2014,11,1.0
A698227,Adoption,0,1,4.0,2015,5,1.0
A706504,Adoption,1,0,3.0,2015,7,1.0
A666786,Transfer,1,1,2.0,2013,12,1.0
A715705,Adoption,1,1,2.0,2015,11,1.0
A708437,Euthanasia,0,1,2.0,2015,7,1.0
A712876,Euthanasia,0,0,0.08333333333333333,2015,9,0.0
A716831,Return_to_owner,1,0,3.0,2015,11,1.0
A706535,Adoption,1,1,0.08333333333333333,2015,7,1.0
A669252,Adoption,1,1,1.0,2013,12,1.0
A689506,Adoption,1,0,3.0,2014,10,1.0
A713195,Adoption,0,1,0.16666666666666666,2015,12,1.0
A707188,Adoption,0,0,0.25,2015,9,1.0
A677223,Adoption,1,0,2.0,2014,5,1.0
A664553,Adoption,1,0,0.08333333333333333,2013,11,1.0
A679843,Transfer,0,0,8.0,2014,5,1.0
A672792,Transfer,0,0,3.0,2014,2,0.0
A685380,Return_to_owner,1,0,1.0,2014,8,0.0
A703856,Adoption,1,1,9.0,2015,6,1.0
A715830,Adoption,1,0,8.0,2015,12,1.0
A704717,Adoption,0,0,0.16666666666666666,2015,7,1.0
A715747,Return_to_owner,1,1,8.0,2015,11,1.0
A684249,Transfer,0,0,2.0,2014,7,1.0
A707432,Return_to_owner,1,0,2.0,2015,7,1.0
A710403,Adoption,1,1,2.0,2015,8,1.0
A681064,Transfer,1,0,5.0,2014,6,0.0
A699774,Transfer,1,0,0.08333333333333333,2015,4,0.0
A660135,Adoption,0,1,3.0,2013,11,1.0
A678375,Return_to_owner,1,0,3.0,2014,5,1.0
A716902,Transfer,1,0,4.0,2015,12,1.0
A701487,Transfer,0,0,0.057692307692307696,2015,4,
A708973,Transfer,0,1,2.0,2015,8,0.0
A680984,Transfer,0,0,0.16666666666666666,2014,6,1.0
A677124,Adoption,0,1,0.25,2014,6,1.0
A711302,Transfer,0,0,0.038461538461538464,2015,9,
A680412,Adoption,0,1,0.16666666666666666,2014,6,1.0
A708012,Transfer,0,0,0.00821917808219178,2015,7,0.0
A711975,Transfer,1,1,1.0,2015,9,0.0
A690950,Adoption,1,1,5.0,2015,6,1.0
A696661,Return_to_owner,1,0,1.0,2015,2,1.0
A680318,Adoption,1,0,2.0,2014,6,1.0
A680010,Adoption,1,1,0.5833333333333334,2014,6,1.0
A683684,Transfer,1,0,2.0,2014,7,1.0
A675036,Adoption,1,1,2.0,2014,6,1.0
A634068,Transfer,0,0,2.0,2015,4,1.0
A670650,Adoption,1,1,1.0,2014,1,1.0
A681492,Transfer,1,0,2.0,2014,7,0.0
A716810,Transfer,0,0,0.25,2015,11,0.0
A680633,Adoption,0,0,0.16666666666666666,2014,6,1.0
A719647,Return_to_owner,1,0,1.0,2016,1,0.0
A685221,Adoption,0,1,0.16666666666666666,2014,8,1.0
A714883,Transfer,0,0,1.0,2015,11,0.0
A673943,Adoption,1,0,3.0,2014,4,1.0
A671076,Transfer,1,0,1.0,2014,3,1.0
A370852,Return_to_owner,1,1,9.0,2013,11,1.0
A692344,Euthanasia,0,0,10.0,2014,11,1.0
A719074,Transfer,1,0,0.8333333333333334,2016,1,0.0
A662686,Adoption,0,0,0.16666666666666666,2013,11,1.0
A667815,Transfer,1,0,1.0,2014,1,0.0
A705399,Transfer,0,1,1.0,2015,6,0.0
A681101,Transfer,0,1,1.0,2014,6,1.0
A680210,Adoption,1,0,2.0,2014,6,1.0
A708528,Transfer,1,1,0.057692307692307696,2015,7,0.0
A664564,Adoption,1,1,0.16666666666666666,2013,10,1.0
A665199,Transfer,0,1,0.5,2013,10,0.0
A667853,Adoption,1,0,1.0,2013,11,1.0
A698572,Euthanasia,1,0,13.0,2015,3,1.0
A686264,Transfer,0,1,0.038461538461538464,2014,8,0.0
A695735,Return_to_owner,1,0,2.0,2015,1,0.0
A676865,Transfer,1,1,3.0,2014,6,1.0
A710872,Transfer,0,1,0.07692307692307693,2015,8,0.0
A689296,Transfer,1,1,6.0,2014,12,1.0
A705527,Adoption,1,1,0.25,2015,6,1.0
A704266,Euthanasia,0,0,0.08333333333333333,2015,6,0.0
A680674,Transfer,0,0,0.005479452054794521,2014,6,
A691541,Return_to_owner,1,1,2.0,2015,12,1.0
A699962,Euthanasia,1,1,10.0,2015,4,0.0
A696769,Return_to_owner,1,1,4.0,2015,2,1.0
A679393,Transfer,0,0,14.0,2014,6,1.0
A715616,Adoption,0,1,0.25,2016,1,1.0
A688785,Euthanasia,1,0,2.0,2014,9,0.0
A666716,Adoption,1,1,1.0,2013,11,1.0
A684112,Transfer,1,0,0.25,2014,7,0.0
A689238,Transfer,1,0,0.0027397260273972603,2014,10,
A693900,Transfer,0,0,6.0,2014,12,1.0
A717714,Adoption,1,1,0.3333333333333333,2015,12,1.0
A687930,Adoption,0,1,0.16666666666666666,2014,9,1.0
A712727,Adoption,0,0,0.08333333333333333,2015,11,1.0
A664275,Adoption,1,0,2.0,2013,10,1.0
A701528,Return_to_owner,1,1,1.0,2015,6,1.0
A708118,Transfer,0,0,1.0,2015,7,0.0
A705107,Transfer,0,1,0.8333333333333334,2015,6,0.0
A666703,Adoption,1,0,1.0,2014,12,1.0
A686749,Transfer,0,0,0.038461538461538464,2014,8,0.0
A698209,Return_to_owner,1,0,0.4166666666666667,2015,3,0.0
A713727,Transfer,1,1,9.0,2015,10,0.0
A701783,Adoption,0,1,0.16666666666666666,2015,7,1.0
A696903,Return_to_owner,1,1,14.0,2015,2,1.0
A718621,Adoption,0,1,1.0,2016,1,1.0
A714906,Adoption,1,1,0.6666666666666666,2015,11,1.0
A642475,Adoption,1,0,2.0,2013,12,1.0
A679597,Adoption,1,0,0.3333333333333333,2014,5,1.0
A686682,Return_to_owner,0,1,1.0,2014,8,1.0
A711269,Transfer,0,1,1.0,2015,9,0.0
A689707,Adoption,1,1,3.0,2014,10,1.0
A708963,Adoption,0,1,0.3333333333333333,2015,8,1.0
A665003,Adoption,1,0,1.0,2013,10,1.0
A696010,Transfer,1,1,0.16666666666666666,2015,2,1.0
A689228,Adoption,1,0,0.5,2014,12,1.0
A709642,Euthanasia,0,0,13.0,2015,8,1.0
A681565,Transfer,1,0,1.0,2014,7,1.0
A704560,Transfer,0,0,0.019230769230769232,2015,6,
A712022,Adoption,1,0,1.0,2015,9,1.0
A672305,Transfer,0,1,10.0,2014,2,1.0
A678849,Adoption,1,1,0.08333333333333333,2014,6,1.0
A697822,Return_to_owner,1,1,2.0,2015,3,1.0
A700964,Return_to_owner,1,1,6.0,2015,9,1.0
A673004,Transfer,0,0,5.0,2014,4,1.0
A634508,Return_to_owner,1,1,1.0,2013,11,1.0
A681818,Adoption,0,1,0.8333333333333334,2014,7,1.0
A696992,Adoption,1,0,1.0,2015,2,1.0
A680752,Transfer,1,0,1.0,2014,7,1.0
A701472,Transfer,0,1,0.038461538461538464,2015,4,0.0
A688566,Transfer,0,1,1.0,2014,9,0.0
A685441,Transfer,0,0,0.057692307692307696,2014,8,0.0
A698592,Adoption,0,1,0.4166666666666667,2015,3,1.0
A677932,Adoption,1,1,2.0,2014,5,1.0
A695643,Adoption,0,1,0.5,2015,1,1.0
A699305,Transfer,0,0,0.038461538461538464,2015,3,
A706997,Return_to_owner,1,0,2.0,2015,7,1.0
A666246,Adoption,1,0,0.6666666666666666,2013,11,1.0
A670617,Adoption,1,1,0.16666666666666666,2014,1,0.0
A670546,Transfer,0,0,0.8333333333333334,2014,1,1.0
A665087,Transfer,0,1,0.08333333333333333,2013,11,0.0
A716692,Adoption,0,1,2.0,2015,12,1.0
A704452,Transfer,0,1,1.0,2015,6,0.0
A698915,Transfer,0,0,0.4166666666666667,2015,4,1.0
A679450,Transfer,0,0,0.057692307692307696,2014,5,0.0
A670910,Transfer,1,0,2.0,2014,1,1.0
A703344,Transfer,0,0,0.019230769230769232,2015,5,
A700918,Return_to_owner,1,0,0.3333333333333333,2015,4,1.0
A689427,Return_to_owner,1,0,6.0,2016,1,1.0
A694166,Adoption,1,0,7.0,2015,3,1.0
A667813,Adoption,0,0,0.3333333333333333,2014,1,1.0
A675511,Adoption,0,0,3.0,2014,4,1.0
A705627,Transfer,1,0,0.08333333333333333,2015,6,
A682614,Adoption,0,1,3.0,2014,8,1.0
A711394,Transfer,0,0,0.019230769230769232,2015,9,0.0
A720448,Adoption,1,1,0.16666666666666666,2016,2,1.0
A707640,Return_to_owner,1,0,2.0,2015,7,0.0
A679737,Transfer,0,0,1.0,2014,5,
A709610,Transfer,1,1,0.08333333333333333,2015,8,0.0
A670070,Transfer,1,1,3.0,2014,1,0.0
A669284,Return_to_owner,1,1,2.0,2013,12,0.0
A703268,Transfer,0,0,0.057692307692307696,2015,5,
A694556,Adoption,1,0,3.0,2015,1,1.0
A702472,Return_to_owner,1,0,6.0,2015,5,0.0
A702210,Transfer,0,0,0.038461538461538464,2015,5,
A719551,Transfer,1,1,1.0,2016,1,0.0
A701971,Adoption,0,0,0.16666666666666666,2015,6,1.0
A708442,Adoption,0,1,0.16666666666666666,2015,9,1.0
A684471,Adoption,1,0,2.0,2014,9,1.0
A679600,Adoption,0,0,0.16666666666666666,2014,6,1.0
A701779,Euthanasia,0,0,5.0,2015,5,1.0
A702047,Adoption,0,0,5.0,2015,5,1.0
A696072,Transfer,1,0,5.0,2015,2,1.0
A693610,Adoption,1,0,0.16666666666666666,2014,12,1.0
A705763,Adoption,0,1,0.08333333333333333,2015,7,1.0
A676286,Adoption,1,1,2.0,2014,4,1.0
A717314,Transfer,1,1,2.0,2015,12,1.0
A689076,Transfer,0,0,0.25,2014,9,0.0
A701378,Adoption,0,0,0.16666666666666666,2015,6,1.0
A712759,Adoption,0,1,0.16666666666666666,2015,11,1.0
A701602,Transfer,1,0,1.0,2015,5,0.0
A705138,Transfer,0,1,0.16666666666666666,2015,6,1.0
A706667,Adoption,0,1,0.25,2015,9,1.0
A715112,Return_to_owner,1,0,0.16666666666666666,2015,10,0.0
A696645,Adoption,1,1,2.0,2015,3,1.0
A674075,Transfer,1,1,1.0,2014,3,1.0
A677219,Transfer,0,1,0.07692307692307693,2014,4,0.0
A687933,Adoption,1,0,1.0,2014,10,1.0
A689254,Transfer,0,1,1.0,2014,10,1.0
A701756,Adoption,1,1,2.0,2015,5,1.0
A673246,Adoption,1,1,0.8333333333333334,2014,2,1.0
A680455,Return_to_owner,1,0,3.0,2014,6,1.0
A669498,Transfer,1,1,1.0,2014,12,1.0
A714732,Transfer,1,1,0.5,2015,11,1.0
A711854,Adoption,0,1,0.16666666666666666,2015,11,1.0
A685828,Return_to_owner,1,0,8.0,2014,8,0.0
A677096,Transfer,1,1,1.0,2014,4,0.0
A710477,Adoption,1,0,5.0,2016,1,1.0
A687750,Adoption,0,1,0.16666666666666666,2014,9,1.0
A691852,Transfer,0,0,2.0,2014,11,
A690072,Transfer,0,0,0.4166666666666667,2014,10,0.0
A680452,Transfer,0,1,8.0,2014,6,1.0
A709112,Adoption,1,1,6.0,2015,12,1.0
A680883,Adoption,1,0,2.0,2014,7,1.0
A680827,Transfer,0,1,0.08333333333333333,2014,6,0.0
A701015,Adoption,1,0,0.16666666666666666,2015,4,1.0
A707738,Transfer,0,0,4.0,2015,7,1.0
A701459,Transfer,0,1,2.0,2015,4,0.0
A682172,Return_to_owner,0,1,0.25,2014,6,1.0
A696152,Adoption,1,1,0.08333333333333333,2015,3,1.0
A702117,Adoption,0,1,0.25,2015,7,1.0
A693584,Euthanasia,1,0,7.0,2014,12,1.0
A687651,Transfer,0,0,0.3333333333333333,2014,9,0.0
A673887,Transfer,0,0,5.0,2014,3,
A708505,Transfer,1,1,8.0,2015,8,1.0
A680505,Adoption,1,1,3.0,2014,10,1.0
A669834,Transfer,1,1,0.16666666666666666,2013,12,0.0
A677186,Return_to_owner,1,0,7.0,2014,11,1.0
A705245,Transfer,0,0,2.0,2015,6,1.0
A710263,Transfer,0,0,1.0,2015,8,
A697706,Transfer,1,1,2.0,2015,3,1.0
A712202,Transfer,0,0,0.08333333333333333,2015,9,0.0
A684187,Adoption,0,1,0.16666666666666666,2014,8,1.0
A695507,Adoption,0,0,3.0,2015,6,1.0
A673805,Transfer,1,1,0.25,2014,3,0.0
A695660,Transfer,0,0,4.0,2015,2,1.0
A618663,Return_to_owner,1,0,4.0,2015,8,1.0
A703177,Transfer,0,1,0.08333333333333333,2015,5,0.0
A685240,Transfer,0,1,2.0,2014,8,1.0
A687068,Adoption,1,0,0.16666666666666666,2014,9,1.0
A701098,Transfer,1,0,2.0,2015,4,0.0
A684831,Transfer,0,0,7.0,2014,8,1.0
A683154,Transfer,0,0,0.08333333333333333,2014,7,0.0
A665341,Transfer,1,0,0.3333333333333333,2013,10,0.0
A715512,Transfer,0,1,1.0,2016,1,1.0
A669995,Adoption,0,0,0.3333333333333333,2014,1,0.0
A674877,Transfer,1,0,0.16666666666666666,2014,3,1.0
A719149,Return_to_owner,1,1,2.0,2016,1,1.0
A703189,Adoption,0,1,0.6666666666666666,2016,1,1.0
A721038,Return_to_owner,1,1,2.0,2016,2,1.0
A695257,Euthanasia,0,0,12.0,2015,1,1.0
A703313,Adoption,1,0,4.0,2015,7,1.0
A669293,Adoption,1,1,4.0,2013,12,1.0
A673251,Adoption,1,0,2.0,2014,3,1.0
A683191,Transfer,1,0,0.16666666666666666,2014,7,0.0
A708030,Adoption,1,1,0.5,2015,7,1.0
A669652,Transfer,1,0,4.0,2013,12,0.0
A672354,Euthanasia,0,0,10.0,2014,2,
A717548,Transfer,0,0,2.0,2015,12,1.0
A716265,Return_to_owner,1,0,0.4166666666666667,2015,11,0.0
A664941,Return_to_owner,1,1,5.0,2015,4,1.0
A540828,Return_to_owner,1,0,8.0,2015,9,0.0
A683564,Transfer,1,0,3.0,2014,7,1.0
A668715,Adoption,1,1,2.0,2014,1,1.0
A672554,Adoption,1,0,2.0,2014,3,1.0
A683111,Return_to_owner,1,1,6.0,2014,10,1.0
A711949,Adoption,0,0,0.16666666666666666,2015,9,1.0
A694661,Adoption,1,0,0.8333333333333334,2015,2,1.0
A708307,Transfer,0,1,0.16666666666666666,2015,8,0.0
A684646,Adoption,0,0,0.16666666666666666,2014,8,1.0
A664022,Adoption,0,1,0.16666666666666666,2013,10,1.0
A683409,Adoption,0,0,0.16666666666666666,2014,7,1.0
A692495,Adoption,1,1,0.9166666666666666,2015,8,1.0
A685922,Adoption,1,1,0.3333333333333333,2014,8,1.0
A709234,Adoption,0,1,0.4166666666666667,2015,8,1.0
A619157,Euthanasia,1,1,3.0,2015,2,1.0
A712712,Adoption,0,1,0.16666666666666666,2015,11,0.0
A693851,Euthanasia,1,0,10.0,2014,12,0.0
A709034,Return_to_owner,1,0,3.0,2015,8,1.0
A677732,Return_to_owner,1,1,4.0,2014,4,0.0
A678244,Transfer,0,0,1.0,2014,5,0.0
A690566,Transfer,0,0,0.057692307692307696,2014,10,0.0
A665376,Euthanasia,1,0,8.0,2013,10,1.0
A679605,Transfer,1,0,0.08333333333333333,2014,5,0.0
A645447,Transfer,1,0,4.0,2013,10,1.0
A689137,Adoption,0,0,0.16666666666666666,2014,10,1.0
A713218,Transfer,0,0,2.0,2015,10,
A689521,Return_to_owner,1,1,5.0,2014,10,0.0
A669798,Transfer,1,0,2.0,2014,6,1.0
A706320,Transfer,0,1,0.057692307692307696,2015,6,0.0
A665365,Return_to_owner,1,1,2.0,2014,6,1.0
A679935,Adoption,0,0,0.16666666666666666,2014,6,1.0
A714493,Return_to_owner,1,1,14.0,2015,11,1.0
A684251,Transfer,0,0,0.25,2014,7,1.0
A701007,Adoption,1,1,3.0,2015,5,1.0
A718092,Return_to_owner,1,1,8.0,2015,12,1.0
A712726,Adoption,1,0,2.0,2015,10,1.0
A685415,Adoption,1,1,1.0,2014,8,1.0
A672440,Transfer,0,0,3.0,2014,2,1.0
A673656,Adoption,1,1,2.0,2014,3,1.0
A707877,Adoption,0,1,0.16666666666666666,2015,7,0.0
A713061,Transfer,1,1,0.5,2015,10,1.0
A695521,Adoption,1,0,9.0,2015,1,1.0
A711620,Adoption,1,1,0.3333333333333333,2015,9,1.0
A700856,Return_to_owner,1,1,3.0,2015,4,1.0
A677017,Return_to_owner,1,1,5.0,2014,4,1.0
A665992,Transfer,1,0,3.0,2013,12,1.0
A674632,Adoption,1,1,9.0,2014,3,1.0
A703935,Return_to_owner,1,0,3.0,2015,5,1.0
A705554,Transfer,1,0,0.07692307692307693,2015,6,
A698431,Euthanasia,1,1,2.0,2015,3,0.0
A700039,Euthanasia,0,0,2.0,2015,4,0.0
A694915,Adoption,0,0,1.0,2015,6,1.0
A587190,Return_to_owner,1,1,7.0,2014,2,1.0
A676667,Transfer,0,0,0.057692307692307696,2014,4,0.0
A683181,Return_to_owner,1,0,7.0,2014,7,1.0
A664733,Transfer,0,1,0.16666666666666666,2013,10,0.0
A701674,Adoption,0,0,3.0,2015,7,1.0
A690807,Transfer,0,0,0.16666666666666666,2014,11,0.0
A691199,Adoption,0,0,0.16666666666666666,2014,11,1.0
A707232,Return_to_owner,1,1,5.0,2015,7,1.0
A694770,Transfer,0,0,0.8333333333333334,2015,1,0.0
A672107,Adoption,0,0,1.0,2014,5,1.0
A664344,Transfer,0,0,0.038461538461538464,2013,10,0.0
A718702,Transfer,0,0,2.0,2016,2,1.0
A684059,Euthanasia,0,0,0.08333333333333333,2014,7,0.0
A701284,Adoption,1,0,3.0,2015,5,1.0
A696328,Transfer,0,1,1.0,2015,2,0.0
A671859,Died,0,1,2.0,2014,2,0.0
A687218,Transfer,1,0,0.16666666666666666,2014,9,1.0
A664582,Transfer,0,0,0.25,2013,10,
A713771,Adoption,1,1,0.8333333333333334,2015,10,1.0
A657811,Transfer,1,0,5.0,2014,8,1.0
A664337,Adoption,0,1,0.16666666666666666,2013,10,1.0
A708760,Transfer,0,1,0.08333333333333333,2015,8,0.0
A674190,Adoption,1,0,2.0,2014,3,1.0
A673367,Adoption,1,0,0.16666666666666666,2014,2,1.0
A692162,Adoption,1,0,0.4166666666666667,2014,11,1.0
A714420,Transfer,1,0,1.0,2015,11,1.0
A701485,Transfer,0,0,0.057692307692307696,2015,4,
A679793,Transfer,0,0,0.057692307692307696,2014,5,0.0
A714499,Return_to_owner,0,0,1.0,2015,10,1.0
A693597,Adoption,1,0,1.0,2014,12,1.0
A690873,Transfer,0,0,4.0,2014,11,1.0
A698523,Return_to_owner,1,0,0.9166666666666666,2015,6,1.0
A678398,Euthanasia,1,1,10.0,2014,5,0.0
A669224,Adoption,1,0,1.0,2014,2,1.0
A692782,Transfer,1,0,3.0,2014,12,0.0
A702833,Adoption,0,1,0.25,2015,7,1.0
A716609,Return_to_owner,1,1,0.4166666666666667,2015,11,1.0
A664309,Transfer,1,0,1.0,2013,10,0.0
A693936,Transfer,0,1,12.0,2014,12,0.0
A714598,Adoption,0,0,0.16666666666666666,2015,11,1.0
A704967,Adoption,0,1,0.16666666666666666,2015,7,1.0
A583494,Return_to_owner,1,0,6.0,2015,10,1.0
A690283,Adoption,0,1,0.25,2014,12,1.0
A690942,Transfer,0,0,2.0,2014,11,1.0
A687215,Return_to_owner,1,1,3.0,2014,9,1.0
A690516,Euthanasia,0,1,5.0,2014,10,0.0
A702695,Adoption,1,1,2.0,2015,7,1.0
A719228,Transfer,1,0,0.25,2016,1,0.0
A664287,Adoption,1,1,0.3333333333333333,2013,10,1.0
A698532,Return_to_owner,1,1,9.0,2015,3,1.0
A676507,Euthanasia,0,1,2.0,2014,4,1.0
A719461,Adoption,0,0,0.16666666666666666,2016,1,1.0
A665669,Adoption,1,0,1.0,2013,12,1.0
A664992,Transfer,1,1,1.0,2013,10,0.0
A705272,Transfer,0,0,0.07692307692307693,2015,6,0.0
A691438,Transfer,0,0,0.6666666666666666,2014,11,
A668449,Return_to_owner,1,1,2.0,2013,12,1.0
A696096,Transfer,0,1,0.25,2015,1,0.0
A712513,Return_to_owner,0,1,10.0,2015,9,0.0
A665918,Adoption,1,0,0.9166666666666666,2014,2,1.0
A717041,Transfer,0,0,0.038461538461538464,2015,12,0.0
A655647,Transfer,1,1,1.0,2014,8,1.0
A670640,Return_to_owner,1,0,11.0,2014,1,0.0
A709923,Transfer,0,0,0.057692307692307696,2015,8,0.0
A715014,Transfer,0,1,0.25,2015,11,1.0
A682792,Transfer,1,1,0.9166666666666666,2014,8,1.0
A683501,Adoption,0,0,0.08333333333333333,2014,7,0.0
A709987,Transfer,0,0,0.16666666666666666,2015,8,0.0
A711062,Adoption,0,0,0.16666666666666666,2015,9,1.0
A686697,Transfer,1,0,3.0,2014,10,1.0
A686843,Transfer,1,1,2.0,2016,2,1.0
A702727,Adoption,1,1,3.0,2015,8,1.0
A640768,Return_to_owner,1,0,5.0,2014,12,1.0
A717470,Transfer,1,0,0.16666666666666666,2015,12,0.0
A658825,Return_to_owner,1,0,9.0,2013,10,1.0
A686623,Transfer,0,1,0.010958904109589041,2014,8,0.0
A664549,Transfer,0,1,0.00821917808219178,2013,10,0.0
A698340,Transfer,1,0,1.0,2015,8,1.0
A665093,Transfer,0,1,0.5,2013,10,1.0
A716524,Transfer,0,0,0.5,2015,11,0.0
A709540,Return_to_owner,0,1,1.0,2015,8,1.0
A677741,Return_to_owner,1,1,2.0,2014,4,1.0
A712098,Transfer,1,1,3.0,2015,11,1.0
A668325,Transfer,1,0,0.3333333333333333,2013,12,0.0
A693861,Adoption,1,1,0.8333333333333334,2015,1,1.0
A700621,Adoption,0,0,0.25,2015,7,1.0
A720359,Euthanasia,0,0,0.25,2016,2,0.0
A702011,Adoption,0,1,0.25,2015,7,1.0
A673782,Transfer,0,1,2.0,2014,3,0.0
