AnimalID,Name,DateTime,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,year,month,neutralized,ColorMix,BreedMix
A664575,,2013-10-10 14:06:00,Adoption,Cat,Female,0.4166666666666667,Domestic Shorthair,Orange Tabby,2013,10,True,False,False
A691848,,2014-11-17 11:16:00,Transfer,Dog,Female,1.0,Pit Bull,Tan,2014,11,False,True,False
A719360,Champ,2016-01-23 17:21:00,Adoption,Dog,Male,0.16666666666666666,Labrador Retriever,Black,2016,1,True,True,False
A690580,Nala Faith,2014-11-06 18:37:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Cream Tabby,2014,11,True,False,False
A685161,Cedar,2014-08-10 16:35:00,Transfer,Cat,,0.038461538461538464,Domestic Shorthair,Gray,2014,8,,False,False
A676560,Lourdes,2014-04-18 11:26:00,Transfer,Dog,Male,8.0,Cardigan Welsh Corgi,Sable,2014,4,False,False,False
A705491,,2015-06-18 13:32:00,Transfer,Dog,Female,0.08333333333333333,German Shepherd,Black,2015,6,False,True,False
A691292,,2014-11-06 15:53:00,Euthanasia,Dog,Male,2.0,American Staffordshire Terrier,Brown Brindle,2014,11,False,True,False
A687699,,2014-09-10 07:42:00,Euthanasia,Dog,Female,1.0,German Shepherd,Brown,2014,9,False,True,False
A666112,,2013-11-03 15:21:00,Transfer,Dog,Male,0.8333333333333334,Border Terrier,Black,2013,11,True,False,False
A660641,Shadow,2013-10-31 16:14:00,Adoption,Dog,Male,0.5,Catahoula,Blue Merle,2013,10,True,True,False
A709968,Taco,2015-08-25 15:17:00,Transfer,Dog,Male,1.0,Chihuahua Shorthair,Black,2015,8,False,True,False
A667811,Thor,2013-11-26 15:28:00,Adoption,Dog,Male,0.16666666666666666,Jack Russell Terrier,White,2013,11,True,True,False
A694529,Sherry,2015-01-03 12:35:00,Adoption,Cat,Female,3.0,Domestic Shorthair,Calico,2015,1,True,True,False
A700483,Selina,2015-04-24 15:28:00,Adoption,Cat,Female,2.0,Domestic Shorthair,Black,2015,4,True,True,False
A713657,Simba,2015-10-12 18:03:00,Return_to_owner,Dog,Male,4.0,Golden Retriever,Red,2015,10,True,True,False
A707029,Daisy,2015-07-17 15:47:00,Adoption,Dog,Female,0.16666666666666666,Collie Smooth,Brown,2015,7,True,True,False
A665408,Trick,2013-10-19 15:33:00,Transfer,Cat,Female,0.07692307692307693,Domestic Longhair,Black,2013,10,False,False,False
A717186,Max,2016-01-25 11:34:00,Transfer,Dog,Male,1.0,Labrador Retriever,Tan,2016,1,True,True,False
A651386,Diego,2015-11-10 16:49:00,Adoption,Dog,Male,8.0,Chihuahua Shorthair,Red,2015,11,True,True,False
A699458,Leighla,2015-04-06 13:45:00,Return_to_owner,Dog,Female,6.0,Pit Bull,Tan,2015,4,True,True,False
A697531,,2015-03-19 09:56:00,Euthanasia,Dog,Female,2.0,Pit Bull,Brown,2015,3,False,True,False
A710104,Snow White,2015-11-03 11:31:00,Adoption,Dog,Female,2.0,American Bulldog,White,2015,11,True,False,False
A674886,Roy,2014-05-17 12:15:00,Transfer,Dog,Male,2.0,Dogue De Bordeaux,Red,2014,5,True,True,False
A673238,Coco,2014-12-12 12:10:00,Transfer,Dog,Female,2.0,Pit Bull,Brown Brindle,2014,12,False,True,False
A680157,,2014-09-05 18:13:00,Adoption,Dog,Female,1.0,American Pit Bull Terrier,Black,2014,9,True,True,False
A668877,Tiger,2014-10-14 12:24:00,Transfer,Dog,Female,1.0,Pit Bull,Black Brindle,2014,10,True,True,False
A663673,Frosty,2013-11-15 18:13:00,Transfer,Dog,Male,5.0,Great Pyrenees,White,2013,11,True,False,False
A665387,,2013-10-17 13:32:00,Transfer,Cat,Female,0.038461538461538464,Domestic Shorthair,Tortie,2013,10,False,False,False
A682870,Rudy,2014-07-07 13:18:00,Return_to_owner,Dog,Male,8.0,German Shepherd,Brown,2014,7,True,False,False
A679593,Snickerdood,2014-07-12 17:27:00,Adoption,Cat,Male,0.25,Domestic Shorthair,Brown Tabby,2014,7,True,False,False
A590144,Pebbles,2016-01-28 08:40:00,Adoption,Dog,Female,9.0,Rottweiler,Black,2016,1,True,True,False
A694401,Precious,2015-01-05 13:00:00,Transfer,Cat,Female,2.0,Domestic Shorthair,Brown Tabby,2015,1,True,False,False
A671235,Precious,2014-01-26 17:47:00,Adoption,Cat,Female,0.4166666666666667,Domestic Shorthair,Brown Tabby,2014,1,True,False,False
A711952,,2015-09-21 15:57:00,Transfer,Cat,Female,0.16666666666666666,Domestic Shorthair,Tortie,2015,9,False,False,False
A697300,,2015-02-22 09:00:00,Transfer,Cat,Female,0.5,Domestic Shorthair,Tortie,2015,2,False,False,False
A704208,Gretel,2015-06-11 14:42:00,Adoption,Dog,Female,1.0,German Shepherd,Tricolor,2015,6,True,False,False
A619664,Precious,2015-08-11 18:17:00,Transfer,Dog,Female,15.0,Chihuahua Shorthair,White,2015,8,True,True,False
A700829,Rocky,2015-04-29 16:53:00,Return_to_owner,Dog,Male,6.0,Shih Tzu,Black,2015,4,True,True,False
A671822,Muneco,2014-02-10 11:57:00,Return_to_owner,Dog,Male,8.0,German Shepherd,Black,2014,2,False,True,False
A718706,,2016-01-11 18:50:00,Transfer,Cat,Female,0.25,Domestic Shorthair,Torbie,2016,1,True,True,False
A706718,Amelia,2015-07-19 11:37:00,Adoption,Dog,Female,2.0,Black Mouth Cur,Red,2015,7,True,True,False
A689182,Luke,2014-10-25 12:48:00,Adoption,Dog,Male,0.08333333333333333,Golden Retriever,Brown,2014,10,True,False,False
A663143,Roxy,2014-07-06 16:16:00,Adoption,Dog,Female,1.0,Cairn Terrier,White,2014,7,True,True,False
A714363,Louie,2015-10-28 18:16:00,Adoption,Cat,Male,7.0,Domestic Shorthair,Orange Tabby,2015,10,True,False,False
A673634,Starry,2014-03-06 14:58:00,Transfer,Dog,Female,1.0,Shiba Inu,Yellow,2014,3,False,False,False
A672514,,2014-02-16 19:19:00,Adoption,Cat,Female,0.25,Domestic Shorthair,Brown Tabby,2014,2,True,False,False
A684134,,2014-07-20 09:00:00,Transfer,Cat,Female,1.0,Domestic Medium Hair,Blue Tabby,2014,7,False,True,False
A665713,Patches,2013-11-25 14:52:00,Transfer,Cat,Female,2.0,Domestic Medium Hair,Calico,2013,11,True,False,False
A688003,,2014-09-14 09:34:00,Euthanasia,Cat,Male,0.4166666666666667,Domestic Shorthair,Orange Tabby,2014,9,False,False,False
A636102,Selena,2013-10-05 16:04:00,Adoption,Dog,Female,1.0,Rhod Ridgeback,Tan,2013,10,True,False,False
A714031,Steve,2015-10-24 13:32:00,Transfer,Cat,Male,5.0,Domestic Shorthair,Blue,2015,10,True,False,False
A668216,,2013-12-09 14:33:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Blue,2013,12,True,True,False
A710885,,2015-09-03 15:26:00,Euthanasia,Cat,Female,0.08333333333333333,Domestic Longhair,Brown Tabby,2015,9,False,False,False
A690253,,2014-10-20 09:00:00,Transfer,Cat,Male,0.4166666666666667,Domestic Shorthair,Brown Tabby,2014,10,False,False,False
A710208,Calypso,2015-09-10 16:25:00,Adoption,Dog,Male,1.0,Border Collie,White,2015,9,True,True,False
A687306,Sienna,2015-02-12 09:07:00,Adoption,Dog,Female,5.0,Pit Bull,Black,2015,2,True,True,False
A686803,Rupert,2014-08-28 17:02:00,Adoption,Dog,Male,0.25,Dachshund,Red,2014,8,True,True,False
A672663,Halo,2014-10-04 11:24:00,Transfer,Dog,Male,6.0,Labrador Retriever,Black Brindle,2014,10,True,True,False
A707808,Yo Yo,2015-07-26 18:04:00,Adoption,Dog,Female,3.0,German Shepherd,Black,2015,7,True,True,False
A689555,Leia,2014-10-26 13:09:00,Adoption,Cat,Female,0.25,Domestic Shorthair,Brown Tabby,2014,10,True,False,False
A712280,Chilito,2015-09-23 17:33:00,Return_to_owner,Dog,Male,0.8333333333333334,West Highland,White,2015,9,True,True,False
A698211,Prince,2015-03-11 18:29:00,Return_to_owner,Dog,Male,2.0,Pit Bull,Brown,2015,3,True,True,False
A684691,,2014-07-28 17:22:00,Transfer,Cat,Male,0.019230769230769232,Domestic Shorthair,White,2014,7,False,True,False
A693830,Layla,2014-12-19 09:37:00,Adoption,Dog,Female,1.0,Chihuahua Shorthair,Tan,2014,12,True,False,False
A664510,Gizzmo,2013-10-16 17:10:00,Adoption,Cat,Male,0.16666666666666666,Domestic Longhair,Blue,2013,10,True,True,False
A691844,Johnny,2014-12-01 14:28:00,Adoption,Dog,Male,0.8333333333333334,Queensland Heeler,Black,2014,12,True,True,False
A686143,Heidi,2014-08-24 14:23:00,Transfer,Cat,Female,0.08333333333333333,Domestic Shorthair,Black,2014,8,False,False,False
A707348,Shah,2015-07-15 11:42:00,Adoption,Cat,Male,6.0,Persian,White,2015,7,True,False,False
A720901,Axel,2016-02-19 12:42:00,Return_to_owner,Dog,Male,3.0,Staffordshire,Black,2016,2,False,False,False
A714193,Samantha,2015-11-30 17:16:00,Adoption,Cat,Female,0.25,Domestic Shorthair,Black,2015,11,True,False,False
A682742,,2014-07-06 13:52:00,Transfer,Cat,Female,2.0,Domestic Shorthair,Brown Tabby,2014,7,True,True,False
A696508,Chico,2015-02-07 17:04:00,Return_to_owner,Dog,Male,3.0,Maltese,White,2015,2,True,True,False
A677031,Doxie,2014-07-24 12:53:00,Transfer,Dog,Female,4.0,Dachshund,Blue Merle,2014,7,True,True,False
A680844,Sasha,2014-06-13 17:40:00,Adoption,Dog,Female,3.0,Chihuahua Shorthair,White,2014,6,True,True,False
A714626,Marco,2015-11-17 00:00:00,Transfer,Cat,Male,0.16666666666666666,Domestic Shorthair,Black,2015,11,True,True,False
A494226,Zero,2014-04-15 18:47:00,Return_to_owner,Dog,Male,8.0,American Staffordshire Terrier,Brown Brindle,2014,4,True,True,False
A631529,Lala,2014-05-12 12:03:00,Return_to_owner,Dog,Female,2.0,Chihuahua Shorthair,White,2014,5,True,False,False
A673650,Rocky,2015-09-06 16:26:00,Transfer,Dog,Male,1.0,Chihuahua Shorthair,Tan,2015,9,True,True,False
A704697,Captain,2015-12-20 17:18:00,Return_to_owner,Dog,Male,2.0,German Shepherd,Sable,2015,12,False,False,False
A678451,,2014-05-13 17:25:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Orange Tabby,2014,5,True,False,False
A640562,Smokey,2014-05-20 17:06:00,Return_to_owner,Dog,Male,3.0,Pit Bull,Blue,2014,5,True,True,False
A691506,Butternut,2014-11-07 13:37:00,Transfer,Cat,Male,0.08333333333333333,Domestic Shorthair,Black,2014,11,False,True,False
A692423,Rue,2014-11-25 12:30:00,Adoption,Dog,Female,0.16666666666666666,Pug,Brown,2014,11,True,False,False
A696112,,2015-01-30 09:00:00,Transfer,Cat,,1.0,Domestic Longhair,Orange Tabby,2015,1,,True,False
A689348,Maggie,2014-10-14 14:56:00,Transfer,Cat,Female,0.08333333333333333,Domestic Longhair,Brown Tabby,2014,10,False,False,False
A613097,Pocas,2014-04-06 17:53:00,Return_to_owner,Dog,Female,4.0,Jack Russell Terrier,Tricolor,2014,4,True,True,False
A693360,Chance,2014-12-20 14:49:00,Transfer,Dog,Male,10.0,Lhasa Apso,Black,2014,12,True,True,False
A684266,,2014-07-21 15:10:00,Euthanasia,Cat,Male,0.16666666666666666,Domestic Shorthair,Black,2014,7,False,True,False
A686827,,2014-08-28 09:00:00,Transfer,Cat,Female,2.0,Domestic Shorthair,Calico,2014,8,True,False,False
A713096,Blanca,2015-10-07 14:14:00,Adoption,Dog,Female,2.0,Labrador Retriever,White,2015,10,True,False,False
A667307,Tuna,2013-11-16 18:27:00,Return_to_owner,Cat,Female,2.0,Domestic Shorthair,Brown Tabby,2013,11,True,False,False
A712971,,2015-10-01 14:17:00,Transfer,Cat,Female,3.0,Domestic Shorthair,Torbie,2015,10,False,True,False
A669849,,2013-12-29 18:13:00,Adoption,Cat,Female,0.25,Domestic Shorthair,Brown Tabby,2013,12,True,True,False
A706080,Max,2015-06-24 19:17:00,Return_to_owner,Dog,Male,3.0,Australian Shepherd,Black,2015,6,True,True,False
A699162,,2015-03-24 09:00:00,Transfer,Cat,Female,1.0,Domestic Shorthair,Calico,2015,3,False,False,False
A713515,Candy,2015-10-10 14:09:00,Return_to_owner,Dog,Female,12.0,Miniature Poodle,Buff,2015,10,False,False,False
A679923,Tifa,2014-07-14 18:09:00,Adoption,Cat,Male,0.25,Domestic Shorthair,Brown Tabby,2014,7,True,False,False
A671888,Miche,2014-02-01 11:05:00,Return_to_owner,Cat,Female,1.0,Domestic Shorthair,Black,2014,2,True,True,False
A711608,,2015-09-09 17:27:00,Transfer,Cat,Male,0.08333333333333333,Domestic Shorthair,Black,2015,9,False,True,False
A707991,,2015-07-22 09:00:00,Transfer,Cat,Male,4.0,Domestic Shorthair,Silver Tabby,2015,7,True,True,False
A689335,Bo,2014-10-07 19:32:00,Adoption,Dog,Male,0.16666666666666666,German Shepherd,Tricolor,2014,10,True,False,False
A703480,Bella,2015-05-26 12:14:00,Return_to_owner,Dog,Female,2.0,Border Collie,Black,2015,5,True,True,False
A543793,Tucker,2014-12-02 11:27:00,Return_to_owner,Dog,Male,6.0,German Shepherd,Tan,2014,12,True,False,False
A685670,,2014-08-11 10:16:00,Euthanasia,Cat,Male,0.08333333333333333,Domestic Shorthair,Black,2014,8,False,True,False
A719762,Rillo,2016-01-28 18:37:00,Return_to_owner,Dog,Female,0.07692307692307693,Pit Bull,Chocolate,2016,1,False,True,False
A431615,Catera,2014-08-01 07:51:00,Adoption,Dog,Female,8.0,Pit Bull,Chocolate,2014,8,True,False,False
A681906,Violet,2014-06-28 18:51:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Blue,2014,6,False,True,False
A688429,,2014-09-23 12:47:00,Transfer,Dog,Male,0.4166666666666667,Manchester Terrier,Black,2014,9,False,True,False
A710089,Gia,2015-09-17 15:48:00,Adoption,Cat,Female,0.25,Domestic Shorthair,Calico,2015,9,True,False,False
A679731,Iggy,2014-06-16 17:39:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,White,2014,6,True,False,False
A702593,,2015-05-20 13:54:00,Transfer,Dog,Female,2.0,Queensland Heeler,Brown,2015,5,False,True,False
A550849,Coach,2016-01-04 18:21:00,Return_to_owner,Dog,Female,6.0,Pit Bull,White,2016,1,True,True,False
A676323,,2014-05-23 12:24:00,Adoption,Dog,Female,0.16666666666666666,Australian Cattle Dog,Tricolor,2014,5,True,False,False
A711756,,2015-09-11 18:20:00,Euthanasia,Cat,Male,3.0,Domestic Shorthair,Brown Tabby,2015,9,False,False,False
A677443,,2014-05-10 16:10:00,Adoption,Cat,Male,4.0,Domestic Longhair,Blue,2014,5,True,True,False
A704465,Ennis,2015-06-11 14:43:00,Euthanasia,Cat,Male,0.08333333333333333,Domestic Shorthair,Brown Tabby,2015,6,False,True,False
A702116,Lilac,2015-06-06 13:09:00,Transfer,Cat,Female,2.0,Siamese,Lynx Point,2015,6,True,False,False
A715715,Thibodaux,2015-11-25 16:49:00,Transfer,Dog,Male,3.0,Catahoula,Black,2015,11,True,True,False
A701367,Chupitos,2015-05-05 13:50:00,Return_to_owner,Dog,Female,1.0,Belgian Malinois,Brown,2015,5,True,True,False
A695018,Peanut,2015-01-17 15:52:00,Adoption,Dog,Male,2.0,Labrador Retriever,Black,2015,1,True,True,False
A678892,Winnie,2014-07-04 15:45:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Silver Tabby,2014,7,True,False,False
A711488,,2015-09-10 11:45:00,Transfer,Dog,Female,0.08333333333333333,Plott Hound,Brown Brindle,2015,9,False,False,False
A678693,Bear Bear,2014-05-17 11:27:00,Transfer,Cat,Male,0.5,Domestic Shorthair,Black,2014,5,True,False,False
A710134,Eddie,2015-08-30 00:00:00,Transfer,Dog,Male,1.0,Chihuahua Shorthair,White,2015,8,True,True,False
A674326,Tinkerbell,2014-03-13 14:25:00,Transfer,Cat,Female,0.5,Domestic Shorthair,Blue Tabby,2014,3,False,True,False
A715052,Freddie,2015-11-14 14:40:00,Return_to_owner,Dog,Male,2.0,Chihuahua Shorthair,Tan,2015,11,True,True,False
A703421,Freya,2015-05-28 18:27:00,Transfer,Dog,Female,6.0,Siberian Husky,Black,2015,5,True,True,False
A664037,Halloween,2013-12-23 18:07:00,Adoption,Cat,Female,0.25,Domestic Shorthair,Orange Tabby,2013,12,True,True,False
A701745,Percy,2015-05-12 12:12:00,Transfer,Dog,Male,0.3333333333333333,German Shepherd,Black,2015,5,True,True,False
A720402,Stanley,2016-02-15 14:03:00,Adoption,Dog,Male,4.0,Lhasa Apso,Black,2016,2,True,True,False
A720616,Dr Cat,2016-02-13 13:44:00,Return_to_owner,Cat,Male,1.0,Domestic Shorthair,Black,2016,2,True,False,False
A706928,Calvert,2015-11-26 20:19:00,Transfer,Cat,Male,4.0,Domestic Shorthair,Brown Tabby,2015,11,True,False,False
A688555,Tinkerbell,2014-11-30 17:17:00,Adoption,Dog,Female,6.0,Pit Bull,Black,2014,11,True,True,False
A006100,Scamp,2014-12-20 16:35:00,Return_to_owner,Dog,Male,7.0,Spinone Italiano,Yellow,2014,12,True,True,False
A702308,,2015-05-13 09:00:00,Transfer,Cat,,1.0,Siamese,Lynx Point,2015,5,,False,False
A669461,Kahlua,2013-12-24 12:54:00,Euthanasia,Dog,Female,13.0,Boxer,Brown,2013,12,False,True,False
A710248,Chucky,2015-08-21 18:25:00,Return_to_owner,Dog,Male,0.16666666666666666,Chihuahua Shorthair,Brown,2015,8,True,False,False
A669508,Tilly,2013-12-23 18:24:00,Adoption,Dog,Female,3.0,Affenpinscher,Black,2013,12,True,True,False
A701811,,2015-05-05 11:45:00,Transfer,Cat,,0.038461538461538464,Domestic Shorthair,Gray Tabby,2015,5,,False,False
A714463,Hera,2015-10-27 17:16:00,Adoption,Cat,Female,1.0,Domestic Shorthair,Brown Tabby,2015,10,True,False,False
A709397,Kitty Cat,2015-08-19 16:53:00,Transfer,Cat,Female,0.25,Domestic Shorthair,Orange Tabby,2015,8,True,False,False
A677412,Amy Lou,2014-06-01 13:22:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Brown Tabby,2014,6,True,True,False
A667132,,2013-11-20 19:11:00,Transfer,Cat,Male,8.0,Domestic Shorthair,Black,2013,11,True,False,False
A684344,Baby Princes,2014-08-30 15:39:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Black,2014,8,True,True,False
A707624,,2015-07-15 16:13:00,Transfer,Cat,Female,0.057692307692307696,Domestic Shorthair,Black,2015,7,False,True,False
A670130,Bibble,2014-01-14 14:51:00,Transfer,Cat,Male,0.4166666666666667,Domestic Longhair,Cream Tabby,2014,1,True,False,False
A708167,Tuxedo Mask,2015-07-27 13:49:00,Transfer,Cat,Male,0.08333333333333333,Domestic Shorthair,Black,2015,7,False,False,False
A565460,Chloe,2014-05-22 11:08:00,Return_to_owner,Dog,Female,12.0,Beagle,Black,2014,5,True,True,False
A692236,Samantha,2014-12-11 17:13:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Orange Tabby,2014,12,True,True,False
A682747,,2014-07-07 12:26:00,Transfer,Cat,Male,0.16666666666666666,Domestic Shorthair,Brown Tabby,2014,7,False,False,False
A672674,Tigress,2014-02-23 13:40:00,Transfer,Cat,Female,6.0,Maine Coon,Brown Tiger,2014,2,True,False,False
A693331,,2014-12-06 09:00:00,Transfer,Cat,Male,1.0,Domestic Shorthair,White,2014,12,True,True,False
A685772,,2014-08-16 16:51:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Brown Tabby,2014,8,True,True,False
A692708,Shadow,2014-12-02 14:51:00,Transfer,Cat,Female,0.8333333333333334,Domestic Shorthair,Blue,2014,12,True,True,False
A677653,Tiny,2014-05-02 16:23:00,Return_to_owner,Dog,Male,1.0,Chihuahua Shorthair,Tan,2014,5,True,True,False
A680921,,2014-06-09 19:15:00,Transfer,Cat,,0.019230769230769232,Domestic Shorthair,Brown Tabby,2014,6,,False,False
A621295,Roxy,2013-11-16 15:08:00,Transfer,Dog,Female,1.0,Staffordshire,White,2013,11,True,True,False
A669077,,2013-12-18 14:38:00,Transfer,Cat,Male,2.0,Domestic Shorthair,Black,2013,12,False,True,False
A691278,Curry,2014-12-09 16:51:00,Transfer,Cat,Female,0.16666666666666666,Domestic Shorthair,Black,2014,12,False,False,False
A675926,,2014-04-02 15:14:00,Transfer,Cat,Male,0.00821917808219178,Domestic Shorthair,Brown Tabby,2014,4,False,False,False
A660920,Lucas,2013-11-25 16:11:00,Return_to_owner,Dog,Male,1.0,Labrador Retriever,Chocolate,2013,11,False,False,False
A701108,Milo,2015-07-16 10:26:00,Adoption,Dog,Male,8.0,Labrador Retriever,Black,2015,7,True,True,False
A696326,Niles,2015-02-15 13:18:00,Transfer,Cat,Male,1.0,Domestic Shorthair,Black,2015,2,True,False,False
A708548,Doogie,2015-08-13 16:07:00,Transfer,Dog,Male,1.0,Chihuahua Longhair,Tan,2015,8,True,False,False
A720162,Shiloh,2016-02-12 16:29:00,Transfer,Dog,Female,10.0,Catahoula,Yellow Brindle,2016,2,False,False,False
A687758,Tallulah,2014-11-09 18:04:00,Transfer,Dog,Female,3.0,Pit Bull,Brown Brindle,2014,11,True,False,False
A688854,,2014-10-01 16:32:00,Transfer,Dog,Female,3.0,English Bulldog,Black Brindle,2014,10,False,False,False
A670385,Gigi,2014-01-11 17:58:00,Adoption,Dog,Female,1.0,Miniature Poodle,White,2014,1,True,False,False
A713416,Nettle,2015-10-10 14:59:00,Transfer,Dog,Female,2.0,Chihuahua Shorthair,Tan,2015,10,False,False,False
A676322,Gemma,2014-05-23 13:42:00,Adoption,Dog,Female,0.16666666666666666,Australian Cattle Dog,Tricolor,2014,5,True,False,False
A657196,Salamander,2013-10-02 12:05:00,Adoption,Cat,Female,0.3333333333333333,Domestic Shorthair,Brown Tabby,2013,10,True,True,False
A706732,,2015-07-06 18:45:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Orange Tabby,2015,7,True,False,False
A682312,Murphey,2014-07-12 13:42:00,Adoption,Dog,Male,0.16666666666666666,Black Mouth Cur,Brown,2014,7,True,True,False
A677532,Taco,2014-05-26 16:52:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,White,2014,5,True,False,False
A689318,Lollipop,2014-10-29 12:15:00,Adoption,Dog,Female,3.0,American Staffordshire Terrier,Blue,2014,10,True,True,False
A681757,Mitch Zuniga,2014-07-10 11:38:00,Return_to_owner,Dog,Male,2.0,Rottweiler,Tricolor,2014,7,True,False,False
A690318,Trudy,2015-11-15 17:46:00,Adoption,Cat,Female,10.0,Domestic Shorthair,Black,2015,11,True,False,False
A661604,Dottie,2013-11-09 16:47:00,Adoption,Cat,Female,0.25,Domestic Shorthair,Torbie,2013,11,True,False,False
A719629,Canela,2016-01-26 18:07:00,Return_to_owner,Dog,Female,2.0,Chihuahua Shorthair,Tricolor,2016,1,True,False,False
A482334,Ramona,2016-01-03 13:59:00,Return_to_owner,Dog,Female,9.0,Australian Cattle Dog,Brown,2016,1,True,True,False
A694502,Biscuit,2015-01-02 17:19:00,Adoption,Dog,Female,8.0,Dachshund,Black,2015,1,True,True,False
A708726,Papa,2015-08-02 17:24:00,Return_to_owner,Dog,Male,2.0,Alaskan Malamute,Sable,2015,8,False,True,False
A683458,,2014-07-12 09:00:00,Transfer,Cat,Female,0.25,Domestic Shorthair,Cream Tabby,2014,7,False,False,False
A678460,,2014-05-09 12:58:00,Transfer,Cat,Female,2.0,Domestic Shorthair,Orange Tabby,2014,5,False,False,False
A681684,Bruno,2014-06-25 12:04:00,Adoption,Dog,Male,6.0,Yorkshire Terrier,Red,2014,6,True,True,False
A687593,,2014-09-07 17:05:00,Transfer,Cat,Female,0.019230769230769232,Domestic Shorthair,Brown Tabby,2014,9,False,True,False
A684343,Clementine,2014-07-23 14:36:00,Transfer,Cat,Female,0.07692307692307693,Snowshoe,Seal Point,2014,7,False,False,False
A705022,,2015-06-16 12:20:00,Transfer,Dog,Female,3.0,Chihuahua Shorthair,Black,2015,6,False,True,False
A697574,Walter,2015-03-01 19:00:00,Adoption,Dog,Male,1.0,Yorkshire Terrier,Tan,2015,3,True,True,False
A692500,Kayo,2015-01-29 14:35:00,Euthanasia,Dog,Male,6.0,Dogo Argentino,White,2015,1,True,True,False
A677651,Drew,2014-11-23 14:50:00,Adoption,Cat,Male,0.5833333333333334,Domestic Shorthair,Orange Tabby,2014,11,True,False,False
A699877,,2015-04-04 13:27:00,Transfer,Dog,Male,0.08333333333333333,Rat Terrier,Tricolor,2015,4,False,False,False
A679856,Lucy,2014-07-05 16:43:00,Adoption,Dog,Female,0.75,Miniature Schnauzer,Buff,2014,7,True,True,False
A669961,Petunia,2014-02-01 14:36:00,Adoption,Dog,Female,1.0,Border Collie,Black,2014,2,True,True,False
A694319,Ralph,2014-12-30 17:43:00,Adoption,Dog,Male,3.0,German Shepherd,Brown,2014,12,True,True,False
A707293,Coco,2015-08-14 13:30:00,Adoption,Dog,Female,0.16666666666666666,Chihuahua Shorthair,Black,2015,8,True,False,False
A674592,Zoe,2014-03-22 19:03:00,Adoption,Dog,Female,0.8333333333333334,Labrador Retriever,Tan,2014,3,True,False,False
A692389,,2014-11-23 17:30:00,Adoption,Dog,Female,0.16666666666666666,Pit Bull,Tan,2014,11,True,True,False
A690209,Oliver,2014-12-26 14:22:00,Adoption,Cat,Male,0.3333333333333333,Siamese,Chocolate Point,2014,12,True,True,False
A685823,Walker,2014-08-15 17:17:00,Return_to_owner,Dog,Male,3.0,Pit Bull,Black,2014,8,True,True,False
A688220,,2014-09-19 17:37:00,Adoption,Dog,Male,0.16666666666666666,Labrador Retriever,Black,2014,9,True,True,False
A705145,Leslie,2015-08-25 15:16:00,Transfer,Dog,Female,7.0,Chihuahua Shorthair,Black,2015,8,True,True,False
A694430,Chica,2015-01-26 16:19:00,Adoption,Dog,Female,1.0,Pit Bull,Brown,2015,1,True,False,False
A713800,Peanut,2015-11-12 10:04:00,Adoption,Cat,Male,0.16666666666666666,Domestic Medium Hair,Orange Tabby,2015,11,True,False,False
A704720,Molly,2015-06-08 16:17:00,Return_to_owner,Dog,Female,2.0,Border Collie,Tricolor,2015,6,True,False,False
A705925,Caesar,2015-07-27 15:47:00,Adoption,Dog,Male,7.0,Chihuahua Shorthair,Brown,2015,7,True,True,False
A668274,Wrigley,2013-12-16 14:48:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Brown Tabby,2013,12,True,False,False
A705061,Jango,2015-06-21 15:55:00,Adoption,Dog,Male,5.0,Rat Terrier,White,2015,6,True,True,False
A673757,,2014-03-03 18:13:00,Adoption,Cat,Female,0.16666666666666666,Domestic Longhair,Orange Tabby,2014,3,True,False,False
A701258,Butters,2015-05-02 21:28:00,Adoption,Dog,Male,1.0,Beagle,Brown,2015,5,True,True,False
A710441,Gigi,2015-08-30 14:18:00,Adoption,Cat,Female,0.3333333333333333,Domestic Shorthair,Black,2015,8,True,False,False
A681418,Julia,2014-06-21 14:05:00,Adoption,Dog,Female,0.16666666666666666,Anatol Shepherd,Sable,2014,6,True,True,False
A665817,,2013-10-27 16:30:00,Transfer,Dog,Male,0.16666666666666666,Chihuahua Shorthair,White,2013,10,True,True,False
A701439,Murphy,2015-04-30 14:31:00,Adoption,Dog,Male,0.9166666666666666,Pembroke Welsh Corgi,Tricolor,2015,4,True,False,False
A709351,,2015-08-08 09:00:00,Transfer,Cat,Female,2.0,Domestic Shorthair,Black,2015,8,True,False,False
A677543,Jimmy,2014-05-02 15:18:00,Transfer,Dog,Male,0.3333333333333333,Chihuahua Shorthair,White,2014,5,False,False,False
