AnimalID,Name,DateTime,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,year,month,neutralized,Mix
A678511,Hank,2015-08-18 12:48:00,Return_to_owner,Dog,Male,1.0,German Shepherd,White,2015,8,True,True
A701475,Rosie,2015-05-01 11:21:00,Return_to_owner,Dog,Female,9.0,Pug,Tan/Black,2015,5,True,False
A664021,Shadow,2013-10-12 19:14:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Black,2013,10,True,True
A675499,Jazz,2014-03-28 14:20:00,Return_to_owner,Dog,Female,2.0,Border Collie,Black/White,2014,3,False,True
A681283,,2014-06-20 17:51:00,Adoption,Dog,Male,0.25,Cairn Terrier,Brown,2014,6,True,True
A662774,Misty,2013-10-19 19:02:00,Adoption,Dog,Female,0.4166666666666667,Labrador Retriever,Brown/Black,2013,10,True,False
A685492,Luke,2014-08-17 15:09:00,Transfer,Cat,Male,0.16666666666666666,Domestic Shorthair,Orange Tabby,2014,8,True,True
A684121,,2014-07-19 18:32:00,Transfer,Cat,Male,0.038461538461538464,Domestic Shorthair,Brown Tabby/White,2014,7,False,True
A656273,Pewter,2013-11-18 14:22:00,Adoption,Cat,Male,0.5,Domestic Medium Hair,Blue/White,2013,11,True,True
A694642,Wilma,2015-02-27 13:36:00,Adoption,Dog,Female,1.0,Labrador Retriever,Black/White,2015,2,True,True
A663210,Charlie,2014-04-12 15:32:00,Adoption,Cat,Male,9.0,Domestic Shorthair,Black,2014,4,True,True
A680573,,2014-06-10 16:37:00,Transfer,Dog,Female,1.0,Wire Hair Fox Terrier,Cream,2014,6,True,False
A668315,Casey,2013-12-13 11:47:00,Transfer,Dog,Female,4.0,Chihuahua Shorthair,Black/Tan,2013,12,False,True
A671391,Riker,2014-01-27 17:47:00,Adoption,Dog,Male,0.16666666666666666,German Shepherd,Brown/White,2014,1,True,True
A701009,Sadie,2015-05-27 17:49:00,Transfer,Dog,Female,2.0,Labrador Retriever,Black,2015,5,False,True
A694866,Mocha,2015-01-08 17:03:00,Return_to_owner,Dog,Female,1.0,Cairn Terrier,Tan/White,2015,1,True,True
A709751,Jonas,2015-09-14 13:32:00,Died,Cat,Male,0.08333333333333333,Domestic Shorthair,Orange Tabby/White,2015,9,False,True
A706262,Honorina,2015-07-05 11:53:00,Euthanasia,Cat,Female,0.16666666666666666,Domestic Medium Hair,Brown Tabby,2015,7,False,True
A673976,Jasper,2014-03-21 19:32:00,Adoption,Dog,Male,0.4166666666666667,Siberian Husky,White/Brown,2014,3,True,False
A718692,Charlotte,2016-01-09 13:48:00,Adoption,Dog,Female,3.0,Chihuahua Shorthair,Black,2016,1,True,True
A704331,Pan,2015-07-30 10:23:00,Adoption,Cat,Male,6.0,Domestic Shorthair,Brown Tabby/White,2015,7,True,True
A713655,Tiny,2015-10-21 14:41:00,Adoption,Dog,Female,12.0,Chihuahua Shorthair,White/Tan,2015,10,False,True
A711007,Penny,2015-11-08 16:29:00,Adoption,Dog,Female,1.0,Staffordshire,Brown/White,2015,11,True,True
A708533,,2015-07-31 14:13:00,Transfer,Dog,Male,0.0576923076923077,Pit Bull,Brown/White,2015,7,False,True
A697089,Beasly,2015-03-01 13:19:00,Transfer,Dog,Male,5.0,Beagle,Tricolor,2015,3,True,True
A692471,Cokito,2014-12-01 11:43:00,Transfer,Dog,Male,2.0,Maltese,White,2014,12,True,False
A670596,Fred,2014-01-12 12:15:00,Return_to_owner,Dog,Female,4.0,Labrador Retriever,Yellow,2014,1,True,False
A708513,,2015-08-01 18:42:00,Adoption,Dog,Female,0.25,Dachshund,White/Brown,2015,8,True,True
A706973,Bella,2015-07-08 16:24:00,Return_to_owner,Dog,Female,3.0,Lhasa Apso,Brown/Gray,2015,7,True,True
A712338,Noel,2015-09-27 12:36:00,Adoption,Dog,Male,0.4166666666666667,Harrier,Tricolor,2015,9,True,True
A681067,Summer,2014-10-14 15:19:00,Euthanasia,Dog,Female,3.0,Staffordshire,Fawn,2014,10,True,True
A696736,Addie,2015-02-11 12:32:00,Return_to_owner,Dog,Female,5.0,Norwich Terrier,Red/White,2015,2,True,True
A689052,,2014-09-28 15:45:00,Transfer,Cat,Male,0.038461538461538464,Domestic Shorthair,White/Orange Tabby,2014,9,False,True
A665990,Lily,2013-11-02 11:33:00,Return_to_owner,Dog,Female,3.0,Chihuahua Shorthair,Tan/White,2013,11,True,True
A719825,Lacy,2016-02-02 12:18:00,Adoption,Dog,Female,0.25,Chihuahua Shorthair,Red/White,2016,2,True,False
A718577,Sancho,2016-01-05 15:10:00,Return_to_owner,Dog,Male,5.0,Labrador Retriever,Black/White,2016,1,True,True
A682287,Philemon,2014-06-30 11:17:00,Return_to_owner,Cat,Male,5.0,Domestic Medium Hair,Black,2014,6,False,True
A702496,Murphy,2015-05-18 18:22:00,Adoption,Dog,Male,0.6666666666666666,Basset Hound,Black/White,2015,5,True,True
A676218,Agatha,2014-05-08 14:32:00,Adoption,Dog,Female,2.0,Jack Russell Terrier,White/Brown,2014,5,True,False
A675538,Copper,2014-04-09 16:16:00,Transfer,Dog,Male,0.5,Beagle,Orange/White,2014,4,True,False
A691864,Sloopy,2014-11-11 18:42:00,Return_to_owner,Dog,Male,8.0,Bernese Mountain Dog,Tricolor,2014,11,True,True
A702504,,2015-05-14 18:50:00,Transfer,Cat,Female,0.07692307692307693,Domestic Shorthair,Calico,2015,5,False,True
A710517,Daisy,2015-10-20 08:34:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Black,2015,10,True,True
A720371,Moose,2016-02-15 00:00:00,Transfer,Dog,Male,0.3333333333333333,Anatol Shepherd,Buff,2016,2,True,False
A680053,Ginger,2014-06-09 13:29:00,Adoption,Dog,Female,8.0,Cocker Spaniel,White/Liver,2014,6,True,True
A678245,Canelo,2014-05-15 13:29:00,Transfer,Dog,Male,2.0,Chihuahua Shorthair,Gold,2014,5,True,True
A702174,,2015-07-28 10:00:00,Adoption,Cat,Male,0.16666666666666666,Domestic Longhair,Black,2015,7,True,True
A683022,Rosebud,2014-07-06 12:32:00,Return_to_owner,Dog,Female,13.0,Great Pyrenees,White,2014,7,True,True
A690109,Bugsy,2014-11-15 14:07:00,Transfer,Dog,Male,5.0,Pug,Brown/Black,2014,11,True,False
A707310,Legs,2015-08-13 13:26:00,Transfer,Dog,Male,0.4166666666666667,Chihuahua Longhair,Brown,2015,8,True,True
A709667,,2015-08-12 11:40:00,Transfer,Dog,Male,0.08333333333333333,Labrador Retriever,Black/White,2015,8,False,True
A695213,Yogi,2015-01-19 18:33:00,Adoption,Dog,Male,1.0,Siberian Husky,White,2015,1,True,True
A679767,,2014-05-29 18:50:00,Adoption,Cat,Female,1.0,Domestic Shorthair,Calico,2014,5,True,True
A693315,Piper,2014-12-07 18:25:00,Adoption,Dog,Female,0.5,Chihuahua Shorthair,Black/Brown,2014,12,True,False
A674944,Janie,2014-05-06 13:20:00,Adoption,Cat,Female,7.0,Domestic Shorthair,Calico,2014,5,True,True
A689674,Roxy,2014-10-12 18:02:00,Adoption,Dog,Female,1.0,Alaskan Malamute,Brown/Black,2014,10,True,False
A663386,Bolou,2013-12-02 11:49:00,Transfer,Dog,Male,4.0,Chow Chow,Blue,2013,12,True,False
A711339,Sadie Rose,2015-09-10 13:13:00,Euthanasia,Dog,Female,2.0,Rottweiler,Black/Brown,2015,9,True,False
A671526,Ethal,2014-02-01 18:30:00,Adoption,Dog,Female,12.0,Labrador Retriever,Yellow,2014,2,True,True
A620222,Hope,2015-10-18 16:41:00,Adoption,Dog,Female,4.0,Collie Rough,Tan/Black,2015,10,True,True
A700046,,2015-04-09 14:17:00,Transfer,Cat,,0.00821917808219178,Domestic Shorthair,Black,2015,4,,True
A683408,,2014-07-10 18:16:00,Transfer,Cat,Female,1.0,Domestic Shorthair,Tortie,2014,7,False,True
A680516,Derrick,2014-06-06 13:01:00,Transfer,Cat,Male,0.08333333333333333,Domestic Shorthair,Orange Tabby/White,2014,6,False,True
A710897,Origami,2015-09-04 15:53:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Orange Tabby,2015,9,True,True
A711724,,2015-09-11 00:00:00,Transfer,Cat,Male,0.038461538461538464,Domestic Shorthair,Brown Tabby,2015,9,False,True
A676859,Midnight,2014-04-18 11:56:00,Return_to_owner,Dog,Male,1.0,Flat Coat Retriever,Black/White,2014,4,True,True
A708327,Xena,2015-08-08 15:22:00,Adoption,Cat,Female,0.25,Domestic Shorthair,Blue/White,2015,8,True,True
A717916,Manchita,2015-12-26 12:34:00,Return_to_owner,Dog,Male,5.0,Chihuahua Shorthair,Tricolor,2015,12,True,True
A711169,Beyonce,2015-09-03 11:44:00,Return_to_owner,Dog,Female,2.0,American Pit Bull Terrier,Fawn/White,2015,9,False,True
A681720,Shaw May,2014-06-21 18:17:00,Return_to_owner,Dog,Female,1.0,Pit Bull,Brown Brindle/White,2014,6,True,False
A685447,Prinsesa,2014-08-08 15:32:00,Return_to_owner,Dog,Female,8.0,Chihuahua Shorthair,Black/White,2014,8,True,True
A408035,Lizzie,2014-12-27 12:59:00,Return_to_owner,Dog,Female,12.0,Pit Bull,Brown Brindle,2014,12,True,True
A677994,Isadora,2014-07-29 13:43:00,Adoption,Cat,Female,1.0,Domestic Shorthair,Tortie,2014,7,True,True
A663986,Roberto,2013-10-02 16:38:00,Transfer,Cat,Male,0.08333333333333333,Domestic Shorthair,Black/White,2013,10,False,True
A683712,,2014-07-21 13:07:00,Transfer,Dog,Female,0.8333333333333334,Dachshund Wirehair,Gray/White,2014,7,True,False
A648065,Kerubin,2015-05-24 10:58:00,Euthanasia,Dog,Male,3.0,Basset Hound,White/Brown,2015,5,True,True
A703494,Stormy,2015-06-03 12:33:00,Euthanasia,Cat,Female,0.08333333333333333,Domestic Longhair,Black,2015,6,False,True
A691862,Rage,2014-11-11 18:51:00,Return_to_owner,Dog,Male,1.0,Pit Bull,White/Tan,2014,11,True,True
A684531,,2014-08-02 11:58:00,Transfer,Dog,Male,0.5833333333333334,Chow Chow,White/Red,2014,8,False,False
A700776,,2015-04-19 13:47:00,Euthanasia,Cat,,0.0576923076923077,Domestic Shorthair,Black,2015,4,,True
A708720,Moon Light,2015-09-03 18:25:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Black/White,2015,9,True,True
A680286,Oliver,2014-06-01 18:50:00,Return_to_owner,Dog,Male,6.0,Miniature Schnauzer,Gray,2014,6,True,False
A675977,Jude,2014-04-03 18:17:00,Return_to_owner,Dog,Female,2.0,Pit Bull,White/Brown,2014,4,True,True
A682579,,2014-07-23 16:02:00,Transfer,Dog,Male,0.08333333333333333,Miniature Poodle,Black/White,2014,7,False,True
A695946,Sister,2015-02-15 14:34:00,Adoption,Dog,Female,1.0,Pit Bull,Black/White,2015,2,True,True
A689110,,2014-09-30 09:00:00,Transfer,Cat,Male,2.0,Domestic Shorthair,Black/White,2014,9,True,True
A672237,Tina,2014-02-24 14:28:00,Adoption,Dog,Female,0.16666666666666666,Boxer,Red/White,2014,2,True,False
A545780,Daniel Leon,2013-12-17 17:23:00,Return_to_owner,Cat,Male,4.0,Domestic Shorthair,Orange Tabby/White,2013,12,True,True
A705583,,2015-06-20 18:53:00,Transfer,Cat,Male,0.08333333333333333,Domestic Shorthair,Black,2015,6,False,True
A709825,,2015-08-15 15:34:00,Euthanasia,Dog,Male,5.0,Pit Bull,Tan/White,2015,8,False,False
A720427,Callie,2016-02-14 16:21:00,Adoption,Cat,Female,0.5,Domestic Shorthair,Calico,2016,2,True,True
A613821,Rosie,2014-09-12 08:18:00,Adoption,Dog,Female,5.0,Pit Bull,Tan/White,2014,9,True,True
A716970,Noel,2015-12-06 18:20:00,Adoption,Dog,Female,2.0,Chihuahua Shorthair,Tricolor,2015,12,True,True
A674469,Diamond,2014-03-25 17:15:00,Return_to_owner,Dog,Female,1.0,Pit Bull,Blue/White,2014,3,False,True
A668246,,2013-12-08 16:18:00,Transfer,Dog,Female,2.0,Pit Bull,Tan/White,2013,12,False,True
A687037,Oscar,2015-08-17 16:54:00,Return_to_owner,Cat,Male,13.0,Domestic Shorthair,Orange Tabby,2015,8,True,True
A709749,Janeane,2015-09-22 12:49:00,Transfer,Cat,Female,1.0,Domestic Shorthair,Calico,2015,9,True,True
A678088,June,2014-06-24 16:39:00,Adoption,Cat,Female,2.0,Domestic Medium Hair,Orange Tabby/White,2014,6,True,True
A699713,,2015-04-02 09:00:00,Transfer,Cat,Male,0.6666666666666666,Domestic Shorthair,Cream Tabby,2015,4,False,True
A704438,Cedric,2015-06-05 15:51:00,Return_to_owner,Dog,Male,4.0,Chihuahua Shorthair,Black/Tan,2015,6,True,True
A509228,Cesar,2014-04-10 14:20:00,Return_to_owner,Dog,Male,8.0,Pit Bull,Blue/White,2014,4,True,False
A677773,,2014-04-29 13:38:00,Transfer,Cat,Female,0.01643835616438356,Domestic Shorthair,Orange Tabby,2014,4,False,True
A682672,Dude,2014-07-01 15:10:00,Return_to_owner,Dog,Male,8.0,Chihuahua Shorthair,Tan,2014,7,True,True
A656608,Rascal,2015-09-03 13:39:00,Transfer,Dog,Male,2.0,Dachshund,Brown/White,2015,9,True,False
A683114,French Fry,2014-08-23 16:51:00,Transfer,Cat,Male,0.3333333333333333,Domestic Shorthair,White/Orange Tabby,2014,8,True,True
A679916,Jacks,2014-06-11 15:50:00,Adoption,Dog,Male,3.0,German Shepherd,Brown/Black,2014,6,True,True
A718646,Agatha,2016-01-21 16:39:00,Adoption,Dog,Female,7.0,Jack Russell Terrier,White/Brown,2016,1,True,True
A692608,Lucky,2015-03-01 13:37:00,Transfer,Dog,Male,1.0,Pit Bull,Blue/White,2015,3,True,True
A664058,Bubba,2015-06-01 17:47:00,Adoption,Dog,Male,2.0,Labrador Retriever,Black/White,2015,6,True,False
A702743,Jackson,2015-06-24 18:17:00,Adoption,Dog,Male,0.25,Labrador Retriever,Black/White,2015,6,True,True
A689480,Miracle,2014-10-10 15:07:00,Transfer,Cat,Female,0.75,Domestic Shorthair,Calico,2014,10,True,True
A720862,Cerberus,2016-02-16 16:59:00,Return_to_owner,Dog,Male,0.5,Labrador Retriever,Black/White,2016,2,True,True
A695579,Cleopatra,2015-01-31 17:47:00,Adoption,Dog,Female,4.0,American Staffordshire Terrier,Brown/White,2015,1,True,False
A686225,Shiner,2014-09-06 17:58:00,Adoption,Dog,Male,0.5,Labrador Retriever,White/Brown,2014,9,True,False
A677306,,2014-09-23 11:16:00,Adoption,Cat,Male,0.5,Domestic Shorthair,Brown Tabby,2014,9,True,True
A683996,,2014-07-25 16:43:00,Transfer,Dog,Male,0.5833333333333334,Labrador Retriever,Yellow,2014,7,True,False
A704806,,2015-06-09 15:54:00,Transfer,Cat,,0.0576923076923077,Domestic Shorthair,Brown Tabby,2015,6,,True
A704952,Tommy,2015-08-11 00:00:00,Transfer,Cat,Male,0.25,Domestic Medium Hair,Brown Tabby,2015,8,True,True
A623449,Topi,2014-01-05 12:22:00,Adoption,Dog,Male,5.0,Pointer,White/Brown,2014,1,True,False
A706993,,2015-07-15 16:24:00,Adoption,Dog,Male,1.0,Dachshund,Brown,2015,7,True,True
A705590,,2015-06-27 13:19:00,Adoption,Dog,Male,0.16666666666666666,Australian Shepherd,Black Brindle,2015,6,True,False
A688313,Silvia,2014-10-28 15:33:00,Transfer,Cat,Female,2.0,Domestic Shorthair,Brown Tabby,2014,10,True,True
A702652,Mitsy Bitsy,2015-05-21 17:52:00,Adoption,Dog,Female,7.0,Maltese,White,2015,5,True,True
A694517,Robbie,2015-01-03 18:52:00,Adoption,Dog,Male,1.0,Beagle,Black/White,2015,1,True,False
A706229,Elvis,2015-06-26 19:11:00,Euthanasia,Dog,Male,15.0,Labrador Retriever,Black/White,2015,6,True,True
A707208,Connie,2015-07-19 11:13:00,Return_to_owner,Dog,Female,1.0,Boxer,Brown/White,2015,7,False,True
A713201,,2015-10-07 18:16:00,Adoption,Dog,Female,0.16666666666666666,Australian Cattle Dog,Black/White,2015,10,True,True
A707105,Riley,2015-07-31 16:24:00,Adoption,Dog,Female,8.0,Rat Terrier,White/Black,2015,7,True,True
A667850,Sissy,2013-12-24 14:41:00,Adoption,Cat,Female,0.25,Domestic Shorthair,Black/White,2013,12,True,True
A714098,Mini,2015-10-23 15:21:00,Adoption,Dog,Female,8.0,Chihuahua Shorthair,Black/White,2015,10,True,True
A676636,,2014-04-16 17:34:00,Adoption,Cat,Male,0.3333333333333333,Domestic Shorthair,Brown Tabby,2014,4,True,True
A705242,Ernie,2015-06-23 13:39:00,Transfer,Cat,Male,2.0,Domestic Longhair,Orange Tabby,2015,6,True,True
A658546,Noodle,2013-11-06 11:11:00,Died,Cat,Male,0.3333333333333333,Domestic Shorthair,Brown Tabby,2013,11,True,True
A693414,,2014-12-20 13:06:00,Adoption,Dog,Female,0.8333333333333334,Carolina Dog,Tan/Black,2014,12,True,True
A687418,,2014-09-04 17:11:00,Transfer,Cat,Female,0.0054794520547945215,Domestic Shorthair,Calico,2014,9,False,True
A667962,,2013-11-27 19:20:00,Transfer,Cat,Female,2.0,Domestic Medium Hair,Tortie,2013,11,False,True
A705976,Rick,2015-08-01 17:47:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Black/White,2015,8,True,True
A629810,Julio,2015-09-18 15:06:00,Return_to_owner,Dog,Male,8.0,Miniature Schnauzer,Black/Tan,2015,9,True,False
A685734,,2014-08-17 17:21:00,Adoption,Dog,Female,0.16666666666666666,Labrador Retriever,Brown/White,2014,8,True,True
A594904,Tashi,2014-07-08 11:12:00,Euthanasia,Dog,Male,5.0,Australian Shepherd,Black/Brown,2014,7,True,False
A669391,Einstein,2013-12-20 11:44:00,Return_to_owner,Dog,Male,2.0,Miniature Schnauzer,White,2013,12,False,True
A717079,Baby Girl,2015-12-02 12:59:00,Return_to_owner,Dog,Female,3.0,Black Mouth Cur,Brown/Black,2015,12,True,True
A701717,,2015-05-04 13:44:00,Transfer,Cat,Female,0.0576923076923077,Domestic Shorthair,Black,2015,5,False,True
A658783,Maggie,2016-01-16 16:48:00,Transfer,Dog,Female,3.0,Chihuahua Shorthair,Brown/White,2016,1,True,True
A664338,J,2013-12-24 15:16:00,Transfer,Cat,Male,0.3333333333333333,Domestic Shorthair,Black,2013,12,True,True
A684150,Gemini,2014-09-15 12:48:00,Return_to_owner,Dog,Female,1.0,Pit Bull,White/Black,2014,9,True,True
A716961,,2015-12-01 08:02:00,Euthanasia,Dog,Female,0.07692307692307693,Chihuahua Longhair,Tan,2015,12,False,True
A679130,,2014-05-21 19:43:00,Transfer,Cat,Female,2.0,Domestic Shorthair,Blue/White,2014,5,True,True
A580469,Alex,2013-11-27 11:08:00,Return_to_owner,Dog,Male,12.0,Labrador Retriever,Yellow,2013,11,True,True
A681294,Bumper,2014-06-26 12:13:00,Transfer,Dog,Male,0.5,American Staffordshire Terrier,Brown/White,2014,6,True,True
A251214,Rex,2014-09-04 16:12:00,Return_to_owner,Dog,Male,12.0,German Shepherd,Cream,2014,9,True,True
A679592,Caramel,2014-07-12 12:20:00,Adoption,Cat,Female,0.25,Domestic Shorthair,Torbie,2014,7,True,True
A686746,,2014-08-26 14:01:00,Transfer,Cat,Male,0.038461538461538464,Domestic Shorthair,Orange Tabby,2014,8,False,True
A685147,Luke,2014-09-08 15:23:00,Adoption,Cat,Male,0.16666666666666666,Domestic Medium Hair,Brown Tabby/White,2014,9,True,True
A700597,Leo,2015-04-25 22:54:00,Adoption,Dog,Male,2.0,Yorkshire Terrier,Tan,2015,4,True,True
A696000,Pepper,2015-02-11 12:41:00,Adoption,Cat,Male,0.4166666666666667,Domestic Shorthair,Blue Tabby,2015,2,True,True
A695969,Baby Girl,2015-06-27 14:07:00,Transfer,Cat,Female,1.0,Domestic Shorthair,Black,2015,6,True,True
A677841,,2014-04-30 09:25:00,Euthanasia,Cat,,0.08333333333333333,Domestic Shorthair,Black,2014,4,,True
A708684,Bobbie,2015-08-03 00:00:00,Transfer,Cat,Female,0.25,Domestic Shorthair,Cream Tabby/White,2015,8,True,True
A685280,,2014-08-05 12:47:00,Transfer,Cat,Male,0.019230769230769232,Domestic Shorthair,Black/White,2014,8,False,True
A652416,Brisket,2015-11-13 14:38:00,Return_to_owner,Dog,Male,5.0,Catahoula,White/Yellow Brindle,2015,11,True,True
A665233,,2013-10-15 16:10:00,Transfer,Dog,Female,0.08333333333333333,Australian Kelpie,Tricolor,2013,10,False,True
A720638,,2016-02-18 17:31:00,Adoption,Dog,Female,2.0,Labrador Retriever,Brown,2016,2,True,True
A673330,Prieto,2014-03-10 17:04:00,Transfer,Dog,Male,3.0,Yorkshire Terrier,Gray/Tan,2014,3,True,False
A681403,Mr. Pip,2014-07-13 17:37:00,Adoption,Cat,Male,0.08333333333333333,Domestic Shorthair,Black/White,2014,7,True,True
A692394,Teddy,2015-03-01 14:41:00,Adoption,Dog,Male,2.0,German Shepherd,Brown/White,2015,3,True,False
A670598,Pete,2014-01-18 15:17:00,Adoption,Dog,Male,1.0,Harrier,Tricolor,2014,1,True,True
A668674,Ernie,2013-12-27 17:50:00,Euthanasia,Dog,Male,0.6666666666666666,Labrador Retriever,Brown/White,2013,12,True,True
A701157,,2015-04-24 15:53:00,Transfer,Cat,Female,0.038461538461538464,Siamese,Lynx Point,2015,4,False,True
A669861,,2014-01-21 13:12:00,Transfer,Cat,Female,0.25,Domestic Shorthair,Brown Tabby,2014,1,True,True
A678132,Sheeba,2014-07-11 06:59:00,Adoption,Dog,Female,7.0,Collie Rough,Brown/Black,2014,7,True,False
A679029,,2014-05-15 15:54:00,Euthanasia,Dog,Male,0.8333333333333334,Chihuahua Longhair,Black/Tan,2014,5,False,False
A668627,Rosie,2013-12-14 12:37:00,Transfer,Dog,Female,2.0,Chihuahua Shorthair,Tricolor,2013,12,True,False
A679985,Luna,2014-06-10 11:41:00,Transfer,Dog,Female,8.0,Pit Bull,White/Tan,2014,6,False,True
A690789,Odin,2014-11-16 17:17:00,Adoption,Dog,Male,2.0,Siberian Husky,Brown/White,2014,11,True,True
A716348,,2015-11-18 17:56:00,Transfer,Cat,Female,0.038461538461538464,Domestic Shorthair,Brown Tabby,2015,11,False,True
A692835,Dana,2015-05-05 19:21:00,Adoption,Dog,Female,2.0,Beagle,Black Brindle/White,2015,5,True,True
A684711,Wally,2014-08-02 17:50:00,Euthanasia,Cat,Male,0.08333333333333333,Domestic Shorthair,Orange Tiger,2014,8,False,True
A699518,Bevo,2015-04-05 12:37:00,Transfer,Dog,Male,4.0,Pit Bull,Fawn,2015,4,True,True
A715083,Daisy,2015-11-03 18:27:00,Return_to_owner,Dog,Female,0.5,Cairn Terrier,Brown/Black,2015,11,True,True
A702676,Sage,2015-12-27 16:52:00,Transfer,Dog,Female,0.75,Australian Cattle Dog,Tricolor,2015,12,True,True
A642905,Cody,2014-03-04 13:52:00,Transfer,Cat,Male,9.0,Siamese,Flame Point,2014,3,True,True
A705171,,2015-06-14 14:35:00,Transfer,Cat,Male,0.07692307692307693,Domestic Shorthair,Orange Tabby,2015,6,False,True
A669185,,2013-12-18 18:27:00,Adoption,Dog,Female,0.16666666666666666,Labrador Retriever,Tan/White,2013,12,True,True
A702972,Clyde,2015-08-15 17:34:00,Adoption,Cat,Male,0.3333333333333333,Domestic Shorthair,Black/White,2015,8,True,True
A694532,,2015-01-03 17:43:00,Adoption,Cat,Male,0.5,Domestic Shorthair,Orange Tabby/White,2015,1,True,True
A712337,Howard,2016-02-10 00:00:00,Transfer,Dog,Male,2.0,Australian Cattle Dog,Black/White,2016,2,True,False
A679456,Kovu,2014-05-29 17:03:00,Adoption,Cat,Male,0.16666666666666666,Manx,Blue Tabby,2014,5,True,True
A699599,Duke,2015-03-30 00:00:00,Return_to_owner,Dog,Male,12.0,Labrador Retriever,Black,2015,3,True,True
A680404,Toby,2014-06-08 17:12:00,Adoption,Dog,Male,0.5,Labrador Retriever,Tricolor,2014,6,True,False
A673490,Charlie,2014-03-01 17:29:00,Adoption,Dog,Male,0.5833333333333334,Chihuahua Shorthair,Black/Brown,2014,3,True,True
A710633,Ruckus,2015-09-01 17:06:00,Return_to_owner,Dog,Female,2.0,Pit Bull,Blue/White,2015,9,False,True
A705621,,2015-06-24 19:00:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Tortie/White,2015,6,True,True
A672255,Snickers,2014-03-07 12:18:00,Transfer,Cat,Male,4.0,Domestic Shorthair,Brown Tabby,2014,3,True,True
A705434,,2015-07-10 17:34:00,Adoption,Dog,Female,0.16666666666666666,Dachshund,Tricolor,2015,7,True,True
A623561,Marley,2015-11-02 11:56:00,Return_to_owner,Dog,Male,6.0,Pit Bull,Blue/White,2015,11,True,True
A678067,Sparky,2014-05-05 18:46:00,Adoption,Dog,Male,6.0,Dachshund,Tan/White,2014,5,True,False
A595426,Spot,2015-10-20 17:08:00,Return_to_owner,Dog,Male,5.0,Chihuahua Shorthair,White/Brown,2015,10,True,True
A696501,Flaco,2015-05-18 17:34:00,Transfer,Dog,Male,4.0,Pit Bull,Red/White,2015,5,True,True
A703653,Kat,2015-06-20 19:11:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Brown Tabby,2015,6,True,False
A668098,Colonel,2013-12-30 16:08:00,Transfer,Dog,Male,2.0,Pit Bull,Blue/White,2013,12,True,True
A674570,Buffy,2014-04-09 16:52:00,Adoption,Dog,Female,1.0,Great Pyrenees,White/Black,2014,4,True,False
A695076,Blu,2015-01-15 14:28:00,Transfer,Cat,Male,2.0,Domestic Shorthair,Blue Tabby,2015,1,True,True
A704695,Glynnis,2015-06-15 15:40:00,Transfer,Cat,Female,0.16666666666666666,Domestic Shorthair,Blue Tabby,2015,6,True,True
A664491,,2013-10-10 18:44:00,Died,Dog,Male,0.08333333333333333,Labrador Retriever,Black,2013,10,False,True
A677774,,2014-04-29 13:38:00,Transfer,Cat,Female,0.01643835616438356,Domestic Shorthair,Orange Tabby,2014,4,False,True
A686614,Winston,2014-08-29 13:04:00,Transfer,Dog,Male,3.0,Greater Swiss Mountain Dog,Tricolor,2014,8,False,True
A695260,Rufus,2015-01-16 17:06:00,Adoption,Cat,Male,0.3333333333333333,Domestic Shorthair,Orange Tabby,2015,1,True,True
A705998,Nanette,2015-07-03 12:22:00,Transfer,Cat,Female,0.16666666666666666,Domestic Shorthair,Black,2015,7,False,True
A703978,Buster,2015-06-01 13:45:00,Return_to_owner,Dog,Male,5.0,Standard Schnauzer,Black/White,2015,6,True,True
A676292,Blacky,2014-04-08 15:29:00,Transfer,Dog,Male,0.4166666666666667,Miniature Pinscher,Black/Tan,2014,4,False,False
A688366,Turbo,2014-09-22 13:10:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Blue Tabby,2014,9,False,True
A717671,Baby,2015-12-15 18:20:00,Return_to_owner,Dog,Male,13.0,Toy Poodle,Gray/White,2015,12,False,True
A498735,Gretel,2015-03-28 12:32:00,Return_to_owner,Dog,Female,8.0,Miniature Schnauzer,Black/Gray,2015,3,True,True
A688472,Rickon,2014-11-18 15:54:00,Adoption,Cat,Male,0.25,Domestic Shorthair,Brown Tabby,2014,11,True,True
A714181,Patricia,2015-11-02 16:54:00,Transfer,Dog,Female,0.8333333333333334,Australian Cattle Dog,Tan/White,2015,11,True,False
A704244,,2015-06-03 09:00:00,Transfer,Cat,Male,1.0,Domestic Shorthair,Orange Tabby/White,2015,6,False,True
A715132,,2015-11-01 09:00:00,Transfer,Cat,Female,1.0,Siamese,Lynx Point/White,2015,11,False,True
A684103,,2014-07-19 17:25:00,Transfer,Cat,Male,0.019230769230769232,Domestic Shorthair,Cream/Orange,2014,7,False,True
